* Disclaimer:
* THIS FILE IS PROVIDED AS IS AND WITH:
* (A)  NO WARRANTY OF ANY KIND, express, implied or statutory, including any implied warranties of merchantability, fitness for a particular purpose and noninfringement, which Infineon disclaims to the maximum extent permitted by applicable law; and
* (B)  NO INDEMNIFICATION FOR INFRINGEMENT OF INTELLECTUAL PROPERTY RIGHTS.
* LIMITATION OF LIABILITY:  IN NO EVENT SHALL INFINEON BE LIABLE FOR ANY DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL DAMAGES (INCLUDING LOST PROFITS OR SAVINGS) WHATSOEVER, WHETHER BASED ON CONTRACT, TORT OR 
* ANY OTHER LEGAL THEORY, EVEN IF ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.
* © 2020 Infineon Technologies AG. All rights reserved

Release:
	version 3.0

Tag	,	Weight	,	NetA, NetB	,	Device
Defect_Short_251	,	1	,	vss!, xdut.xi72.net9	,	xdut.xi72.xi31.mntrans11
Defect_Short_252	,	1	,	vss!, xdut.xi72.net9	,	xdut.xi72.xi34.mntrans11
Defect_Short_253	,	1	,	vss!, xdut.xi72.net14	,	xdut.xi72.xi47.mntrans11
Defect_Short_254	,	1	,	vss!, xdut.xi72.net14	,	xdut.xi72.xi48.mntrans11
Defect_Short_255	,	1	,	vss!, xdut.xi72.net11	,	xdut.xi72.xi48.mntrans11
Defect_Short_256	,	1	,	vss!, xdut.xi72.net11	,	xdut.xi72.xi33.mntrans11
Defect_Short_257	,	1	,	vss!, xdut.xi72.net11	,	xdut.xi72.xi31.mntrans11
Defect_Short_258	,	1	,	vss!, xdut.xi72.net11	,	xdut.xi72.xi35.mntrans11
Defect_Short_259	,	1	,	xdut.net23, xdut.xi32.net18	,	xdut.xi32.xi105.mptrans37
Defect_Short_260	,	1	,	xdut.net23, xdut.xi32.net18	,	xdut.xi32.xi105.mntrans35
Defect_Short_261	,	1	,	vss!, xdut.xi73.net15	,	xdut.xi73.xi146.mptrans10
Defect_Short_262	,	1	,	vss!, xdut.xi73.net15	,	xdut.xi73.xi49.mntrans11
Defect_Short_263	,	1	,	xdut.net23, xdut.xi32.xi8.net25	,	xdut.xi32.xi8.mntrans35
Defect_Short_264	,	1	,	vss!, xdut.xi73.net9	,	xdut.xi73.xi146.mptrans10
Defect_Short_265	,	1	,	vss!, xdut.xi73.net9	,	xdut.xi73.xi33.mntrans11
Defect_Short_266	,	1	,	vss!, xdut.xi73.net9	,	xdut.xi73.xi31.mntrans11
Defect_Short_267	,	1	,	vss!, xdut.xi73.net9	,	xdut.xi73.xi34.mntrans11
Defect_Short_268	,	1	,	xdut.net23, xdut.xi32.xi7.net25	,	xdut.xi32.xi7.mntrans36
Defect_Short_269	,	1	,	vss!, xdut.xi73.net14	,	xdut.xi73.xi47.mntrans11
Defect_Short_270	,	1	,	vss!, xdut.xi73.net14	,	xdut.xi73.xi48.mntrans11
Defect_Short_271	,	1	,	vss!, xdut.xi73.net11	,	xdut.xi73.xi48.mntrans11
Defect_Short_272	,	1	,	vss!, xdut.xi73.net11	,	xdut.xi73.xi33.mntrans11
Defect_Short_273	,	1	,	vss!, xdut.xi73.net11	,	xdut.xi73.xi31.mntrans11
Defect_Short_274	,	1	,	vss!, xdut.xi73.net11	,	xdut.xi73.xi35.mntrans11
Defect_Short_275	,	1	,	vss!, xdut.xi74.net011	,	xdut.xi74.m22
Defect_Short_276	,	1	,	vss!, xdut.xi74.net011	,	xdut.xi74.xi5.mntrans11
Defect_Short_277	,	1	,	vss!, xdut.xi74.net017	,	xdut.xi74.m22
Defect_Short_278	,	1	,	vss!, xdut.xi74.net017	,	xdut.xi74.m20
Defect_Short_279	,	1	,	vss!, xdut.xi74.net017	,	xdut.xi74.m20
Defect_Short_280	,	1	,	vss!, xdut.xi74.net017	,	xdut.xi74.m12
Defect_Short_281	,	1	,	vss!, xdut.xi74.net017	,	xdut.xi74.m13
Defect_Short_282	,	1	,	vss!, xdut.xi74.net022	,	xdut.xi74.m13
Defect_Short_283	,	1	,	vss!, xdut.xi74.net022	,	xdut.xi74.m19
Defect_Short_284	,	1	,	vss!, xdut.xi74.net022	,	xdut.xi74.m19
Defect_Short_285	,	1	,	vss!, xdut.xi74.net022	,	xdut.xi74.m21
Defect_Short_286	,	1	,	vss!, xdut.xi74.net022	,	xdut.xi74.m12
Defect_Short_287	,	1	,	vss!, xdut.xi74.net013	,	xdut.xi74.m21
Defect_Short_288	,	1	,	xdut.net23, xdut.xi32.xi105.net25	,	xdut.xi32.xi105.mntrans35
Defect_Short_289	,	1	,	vss!, xdut.xi74.net11	,	xdut.xi74.r0
Defect_Short_290	,	1	,	vss!, xdut.xi75.net011	,	xdut.xi75.m22
Defect_Short_291	,	1	,	vss!, xdut.xi75.net011	,	xdut.xi75.xi5.mntrans11
Defect_Short_292	,	1	,	vss!, xdut.xi75.net017	,	xdut.xi75.m22
Defect_Short_293	,	1	,	vss!, xdut.xi75.net017	,	xdut.xi75.m20
Defect_Short_294	,	1	,	vss!, xdut.xi75.net017	,	xdut.xi75.m20
Defect_Short_295	,	1	,	vss!, xdut.xi75.net017	,	xdut.xi75.m12
Defect_Short_296	,	1	,	vss!, xdut.xi75.net017	,	xdut.xi75.m13
Defect_Short_297	,	1	,	vss!, xdut.xi75.net022	,	xdut.xi75.m13
Defect_Short_298	,	1	,	vss!, xdut.xi75.net022	,	xdut.xi75.m19
Defect_Short_299	,	1	,	vss!, xdut.xi75.net022	,	xdut.xi75.m19
Defect_Short_300	,	1	,	vss!, xdut.xi75.net022	,	xdut.xi75.m21
Defect_Short_301	,	1	,	vss!, xdut.xi75.net022	,	xdut.xi75.m12
Defect_Short_302	,	1	,	vss!, xdut.xi75.net013	,	xdut.xi75.m21
Defect_Short_303	,	1	,	xdut.xi7.s1_n, xdut.xi7.xi72.net11	,	xdut.xi7.xi72.xi35.mptrans10
Defect_Short_304	,	1	,	xdut.xi7.s1_n, xdut.xi7.xi72.net11	,	xdut.xi7.xi72.xi35.mntrans11
Defect_Short_305	,	1	,	xdut.xi32.net7, xdut.xi32.xi6.net25	,	xdut.xi32.xi6.mntrans36
Defect_Short_306	,	1	,	vss!, xdut.xi75.net11	,	xdut.xi75.r0
Defect_Short_307	,	1	,	xdut.xi32.net7, xdut.xi32.xi5.net25	,	xdut.xi32.xi5.mntrans36
Defect_Short_308	,	1	,	xdut.xi32.net7, xdut.xi32.xi4.net25	,	xdut.xi32.xi4.mntrans35
Defect_Short_309	,	1	,	vss!, xdut.xi62.net26	,	xdut.xi62.mntrans27
Defect_Short_310	,	1	,	vss!, xdut.xi62.net26	,	xdut.xi62.mntrans25
Defect_Short_311	,	1	,	vss!, xdut.xi62.net26	,	xdut.xi62.mntrans26
Defect_Short_312	,	1	,	xdut.net12, xdut.xi7.net059	,	xdut.xi7.xi106.mntrans19
Defect_Short_313	,	1	,	xdut.net12, xdut.xi7.net059	,	xdut.xi7.xi106.mptrans17
Defect_Short_314	,	1	,	xdut.xi7.s1, xdut.xi7.s1_n	,	xdut.xi7.xi72.xi30.mptrans10
Defect_Short_315	,	1	,	xdut.xi7.s1, xdut.xi7.s1_n	,	xdut.xi7.xi72.xi27.mntrans11
Defect_Short_316	,	1	,	xdut.xi7.s1, xdut.xi7.s1_n	,	xdut.xi7.xi72.xi27.mptrans10
Defect_Short_317	,	1	,	xdut.xi7.s1, xdut.xi7.s1_n	,	xdut.xi7.xi72.xi30.mntrans11
Defect_Short_318	,	1	,	vss!, xdut.xi5.net26	,	xdut.xi5.mntrans27
Defect_Short_319	,	1	,	vss!, xdut.xi5.net26	,	xdut.xi5.mntrans25
Defect_Short_320	,	1	,	vss!, xdut.xi5.net26	,	xdut.xi5.mntrans26
Defect_Short_321	,	1	,	xdut.net13, xdut.xi32.net7	,	xdut.xi32.xi4.mptrans38
Defect_Short_322	,	1	,	xdut.net13, xdut.xi32.net7	,	xdut.xi32.xi4.mntrans35
Defect_Short_323	,	1	,	xdut.net13, xdut.xi32.net7	,	xdut.xi32.xi4.mptrans37
Defect_Short_324	,	1	,	vss!, xdut.xi41.net24	,	xdut.xi41.mntrans13
Defect_Short_325	,	1	,	vss!, xdut.xi41.net24	,	xdut.xi41.mntrans12
Defect_Short_326	,	1	,	xdut.net13, xdut.xi32.net17	,	xdut.xi32.xi3.mptrans38
Defect_Short_327	,	1	,	vss!, xdut.xi63.net25	,	xdut.xi63.mntrans36
Defect_Short_328	,	1	,	xdut.net13, xdut.xi32.net18	,	xdut.xi32.xi105.mptrans38
Defect_Short_329	,	1	,	vss!, xdut.xi8.net028	,	xdut.xi8.c0
Defect_Short_330	,	1	,	vss!, xdut.xi8.net028	,	xdut.xi8.m0
Defect_Short_331	,	1	,	xdut.net12, xdut.xi7.net050	,	xdut.xi7.xi143.mptrans10
Defect_Short_332	,	1	,	xdut.net12, xdut.xi7.net050	,	xdut.xi7.xi143.mntrans11
Defect_Short_333	,	1	,	vss!, xdut.xi8.net027	,	xdut.xi8.c1
Defect_Short_334	,	1	,	vss!, xdut.xi8.net027	,	xdut.xi8.m4
Defect_Short_335	,	1	,	vss!, xdut.xi9.net07	,	xdut.xi9.m9
Defect_Short_336	,	150	,	vout, xdut.xi9.net07	,	xdut.xi9.m0
Defect_Short_337	,	1	,	vss!, xdut.xi9.net012	,	xdut.xi9.xi64.mntrans11
Defect_Short_338	,	1	,	vss!, xdut.xi9.net011	,	xdut.xi9.m7
Defect_Short_339	,	2	,	vout, xdut.xi9.net011	,	xdut.xi9.m1<1>
Defect_Short_340	,	2	,	vout, xdut.xi9.net011	,	xdut.xi9.m1<2>
Defect_Short_341	,	2	,	vout, xdut.xi9.net011	,	xdut.xi9.m1<3>
Defect_Short_342	,	2	,	vout, xdut.xi9.net011	,	xdut.xi9.m1<4>
Defect_Short_343	,	2	,	vout, xdut.xi9.net011	,	xdut.xi9.m1<5>
Defect_Short_344	,	2	,	vout, xdut.xi9.net011	,	xdut.xi9.m1<6>
Defect_Short_345	,	2	,	vout, xdut.xi9.net011	,	xdut.xi9.m1<7>
Defect_Short_346	,	2	,	vout, xdut.xi9.net011	,	xdut.xi9.m1<8>
Defect_Short_347	,	2	,	vout, xdut.xi9.net011	,	xdut.xi9.m1<9>
Defect_Short_348	,	2	,	vout, xdut.xi9.net011	,	xdut.xi9.m1<10>
Defect_Short_349	,	2	,	vout, xdut.xi9.net011	,	xdut.xi9.m1<11>
Defect_Short_350	,	2	,	vout, xdut.xi9.net011	,	xdut.xi9.m1<12>
Defect_Short_351	,	1	,	xdut.net13, xdut.xi32.xi4.net25	,	xdut.xi32.xi4.mntrans36
Defect_Short_352	,	1	,	xdut.net13, xdut.xi32.xi4.net25	,	xdut.xi32.xi4.mntrans35
Defect_Short_353	,	1	,	xdut.net13, xdut.xi32.xi3.net25	,	xdut.xi32.xi3.mntrans36
Defect_Short_354	,	1	,	vss!, xdut.xi32.net11	,	xdut.xi32.xi1.mntrans36
Defect_Short_355	,	1	,	xdut.net12, xdut.xi7.xi106.net27	,	xdut.xi7.xi106.mptrans17
Defect_Short_356	,	1	,	vss!, xdut.xi32.net7	,	xdut.xi32.xi6.mntrans36
Defect_Short_357	,	1	,	vss!, xdut.xi32.net7	,	xdut.xi32.xi5.mntrans36
Defect_Short_358	,	1	,	xdut.net13, xdut.xi32.xi105.net25	,	xdut.xi32.xi105.mntrans36
Defect_Short_359	,	1	,	vss!, xdut.xi32.net12	,	xdut.xi32.xi2.mntrans36
Defect_Short_360	,	1	,	xdut.xi32.net11, xdut.xi32.net12	,	xdut.xi32.xi2.mptrans38
Defect_Short_361	,	1	,	xdut.xi32.net11, xdut.xi32.net12	,	xdut.xi32.xi1.mptrans38
Defect_Short_362	,	1	,	xdut.xi32.net11, xdut.xi32.net17	,	xdut.xi32.xi2.mptrans37
Defect_Short_363	,	1	,	xdut.xi32.net11, xdut.xi32.net17	,	xdut.xi32.xi2.mntrans35
Defect_Short_364	,	1	,	vss!, xdut.xi32.xi8.net25	,	xdut.xi32.xi8.mntrans36
Defect_Short_365	,	1	,	vss!, xdut.xi32.xi7.net25	,	xdut.xi32.xi7.mntrans36
Defect_Short_366	,	1	,	xdut.gate, xdut.xi8.net028	,	xdut.xi8.xi13.m4
Defect_Short_367	,	1	,	xdut.gate, xdut.xi8.net028	,	xdut.xi8.xi13.m3
Defect_Short_368	,	1	,	xdut.xi7.s1, xdut.xi7.xi72.net9	,	xdut.xi7.xi72.xi34.mptrans10
Defect_Short_369	,	1	,	xdut.xi7.s1, xdut.xi7.xi72.net9	,	xdut.xi7.xi72.xi34.mntrans11
Defect_Short_370	,	1	,	vss!, xdut.xi32.xi6.net25	,	xdut.xi32.xi6.mntrans36
Defect_Short_371	,	1	,	xdut.gate, xdut.xi8.net027	,	xdut.xi8.xi12.m4
Defect_Short_372	,	1	,	xdut.gate, xdut.xi8.net027	,	xdut.xi8.xi12.m3
Defect_Short_373	,	1	,	vss!, xdut.xi32.xi5.net25	,	xdut.xi32.xi5.mntrans36
Defect_Short_374	,	1	,	vss!, xdut.xi32.xi4.net25	,	xdut.xi32.xi4.mntrans36
Defect_Short_375	,	1	,	xdut.xi32.net11, xdut.xi32.xi6.net25	,	xdut.xi32.xi6.mntrans35
Defect_Short_376	,	1	,	vss!, xdut.xi32.xi3.net25	,	xdut.xi32.xi3.mntrans36
Defect_Short_377	,	2	,	xdut.gate, xdut.xi9.net011	,	xdut.xi9.m1<12>
Defect_Short_378	,	2	,	xdut.gate, xdut.xi9.net011	,	xdut.xi9.m1<1>
Defect_Short_379	,	2	,	xdut.gate, xdut.xi9.net011	,	xdut.xi9.m1<2>
Defect_Short_380	,	2	,	xdut.gate, xdut.xi9.net011	,	xdut.xi9.m1<3>
Defect_Short_381	,	2	,	xdut.gate, xdut.xi9.net011	,	xdut.xi9.m1<4>
Defect_Short_382	,	2	,	xdut.gate, xdut.xi9.net011	,	xdut.xi9.m1<5>
Defect_Short_383	,	2	,	xdut.gate, xdut.xi9.net011	,	xdut.xi9.m1<6>
Defect_Short_384	,	2	,	xdut.gate, xdut.xi9.net011	,	xdut.xi9.m1<7>
Defect_Short_385	,	2	,	xdut.gate, xdut.xi9.net011	,	xdut.xi9.m1<8>
Defect_Short_386	,	2	,	xdut.gate, xdut.xi9.net011	,	xdut.xi9.m1<9>
Defect_Short_387	,	2	,	xdut.gate, xdut.xi9.net011	,	xdut.xi9.m1<10>
Defect_Short_388	,	2	,	xdut.gate, xdut.xi9.net011	,	xdut.xi9.m1<11>
Defect_Short_389	,	1	,	vss!, xdut.xi32.xi2.net25	,	xdut.xi32.xi2.mntrans36
Defect_Short_390	,	1	,	vss!, xdut.xi32.xi1.net25	,	xdut.xi32.xi1.mntrans36
Defect_Short_391	,	1	,	vss!, xdut.xi32.xi105.net25	,	xdut.xi32.xi105.mntrans36
Defect_Short_392	,	1	,	xdut.xi32.net11, xdut.xi32.xi2.net25	,	xdut.xi32.xi2.mntrans35
Defect_Short_393	,	1	,	xdut.xi32.net11, xdut.xi32.xi1.net25	,	xdut.xi32.xi1.mntrans36
Defect_Short_394	,	1	,	vss!, xdut.xi68.net11	,	xdut.xi68.xi1.mntrans36
Defect_Short_395	,	1	,	vss!, xdut.xi68.net7	,	xdut.xi68.xi6.mntrans36
Defect_Short_396	,	1	,	vss!, xdut.xi68.net7	,	xdut.xi68.xi5.mntrans36
Defect_Short_397	,	1	,	vss!, xdut.xi68.net12	,	xdut.xi68.xi2.mntrans36
Defect_Short_398	,	1	,	xdut.net062, xdut.net13	,	xdut.xi40.mptrans10
Defect_Short_399	,	1	,	xdut.net062, xdut.net13	,	xdut.xi40.mntrans11
Defect_Short_400	,	1	,	vss!, xdut.xi68.xi8.net25	,	xdut.xi68.xi8.mntrans36
Defect_Short_401	,	1	,	vss!, xdut.xi68.xi7.net25	,	xdut.xi68.xi7.mntrans36
Defect_Short_402	,	1	,	vss!, xdut.xi68.xi6.net25	,	xdut.xi68.xi6.mntrans36
Defect_Short_403	,	1	,	vss!, xdut.xi68.xi5.net25	,	xdut.xi68.xi5.mntrans36
Defect_Short_404	,	1	,	vss!, xdut.xi68.xi4.net25	,	xdut.xi68.xi4.mntrans36
Defect_Short_405	,	1	,	vss!, xdut.xi68.xi3.net25	,	xdut.xi68.xi3.mntrans36
Defect_Short_406	,	1	,	vss!, xdut.xi68.xi2.net25	,	xdut.xi68.xi2.mntrans36
Defect_Short_407	,	1	,	xdut.xi32.net14, xdut.xi32.net7	,	xdut.xi32.xi5.mptrans38
Defect_Short_408	,	1	,	vss!, xdut.xi68.xi1.net25	,	xdut.xi68.xi1.mntrans36
Defect_Short_409	,	1	,	xdut.xi32.net14, xdut.xi32.net12	,	xdut.xi32.xi5.mptrans37
Defect_Short_410	,	1	,	xdut.xi32.net14, xdut.xi32.net12	,	xdut.xi32.xi5.mntrans35
Defect_Short_411	,	1	,	xdut.net14, xdut.xi41.net24	,	xdut.xi41.mptrans14
Defect_Short_412	,	1	,	xdut.net14, xdut.xi41.net24	,	xdut.xi41.mntrans12
Defect_Short_413	,	1	,	vss!, xdut.xi68.xi105.net25	,	xdut.xi68.xi105.mntrans36
Defect_Short_414	,	1	,	vss!, xdut.xi7.net070	,	xdut.xi7.m2
Defect_Short_415	,	1	,	vss!, xdut.xi7.enable	,	xdut.xi7.xi136.mntrans20
Defect_Short_416	,	1	,	vss!, xdut.xi7.enable	,	xdut.xi7.xi94.mntrans12
Defect_Short_417	,	1	,	vss!, xdut.xi7.enable	,	xdut.xi7.xi137.mntrans20
Defect_Short_418	,	1	,	xdut.xi32.net14, xdut.xi32.xi7.net25	,	xdut.xi32.xi7.mntrans35
Defect_Short_419	,	1	,	xdut.xi32.net14, xdut.xi32.xi5.net25	,	xdut.xi32.xi5.mntrans35
Defect_Short_420	,	1	,	xdut.xi7.s0, xdut.xi7.s0_n	,	xdut.xi7.xi147.xi30.mptrans10
Defect_Short_421	,	1	,	xdut.xi7.s0, xdut.xi7.s0_n	,	xdut.xi7.xi147.xi27.mntrans11
Defect_Short_422	,	1	,	xdut.xi7.s0, xdut.xi7.s0_n	,	xdut.xi7.xi147.xi27.mptrans10
Defect_Short_423	,	1	,	xdut.xi7.s0, xdut.xi7.s0_n	,	xdut.xi7.xi147.xi30.mntrans11
Defect_Short_424	,	1	,	vss!, xdut.xi7.disable	,	xdut.xi7.m47
Defect_Short_425	,	1	,	vss!, xdut.xi7.disable	,	xdut.xi7.xi92.mntrans11
Defect_Short_426	,	1	,	vss!, xdut.xi7.disable	,	xdut.xi7.m48
Defect_Short_427	,	1	,	vss!, xdut.xi7.disable	,	xdut.xi7.m49
Defect_Short_428	,	1	,	vss!, xdut.xi7.disable	,	xdut.xi7.m38
Defect_Short_429	,	1	,	vss!, xdut.xi7.disable	,	xdut.xi7.m43
Defect_Short_430	,	1	,	vss!, xdut.xi7.disable	,	xdut.xi7.m44
Defect_Short_431	,	1	,	vss!, xdut.xi7.disable	,	xdut.xi7.m45
Defect_Short_432	,	1	,	vss!, xdut.xi7.disable	,	xdut.xi7.m46
Defect_Short_433	,	1	,	xdut.xi7.s0_n, xdut.xi7.xi147.net11	,	xdut.xi7.xi147.xi35.mptrans10
Defect_Short_434	,	1	,	xdut.xi7.s0_n, xdut.xi7.xi147.net11	,	xdut.xi7.xi147.xi35.mntrans11
Defect_Short_435	,	1	,	vss!, xdut.xi7.net021	,	xdut.xi7.m46
Defect_Short_436	,	1	,	vss!, xdut.xi7.net021	,	xdut.xi7.m33
Defect_Short_437	,	1	,	vss!, xdut.xi7.vb_n	,	xdut.xi7.mn13
Defect_Short_438	,	10	,	vss!, xdut.xi7.vb_n	,	xdut.xi7.m50
Defect_Short_439	,	1	,	vss!, xdut.xi7.vb_n	,	xdut.xi7.m38
Defect_Short_440	,	1	,	vss!, xdut.xi7.vb_n	,	xdut.xi7.m33
Defect_Short_441	,	1	,	vss!, xdut.xi7.vb_n	,	xdut.xi7.mn13
Defect_Short_442	,	1	,	vss!, xdut.xi7.net011	,	xdut.xi7.m45
Defect_Short_443	,	1	,	vss!, xdut.xi7.net063	,	xdut.xi7.m44
Defect_Short_444	,	1	,	vss!, xdut.xi7.net049	,	xdut.xi7.m43
Defect_Short_445	,	10	,	vss!, xdut.xi7.net033	,	xdut.xi7.m50
Defect_Short_446	,	1	,	vss!, xdut.xi7.net033	,	xdut.xi7.m48
Defect_Short_447	,	1	,	vss!, xdut.xi7.s0	,	xdut.xi7.xi147.xi34.mntrans11
Defect_Short_448	,	1	,	vss!, xdut.xi7.s0	,	xdut.xi7.xi147.xi27.mntrans11
Defect_Short_449	,	1	,	vss!, xdut.xi7.s0	,	xdut.xi7.xi147.xi30.mntrans11
Defect_Short_450	,	1	,	vss!, xdut.xi7.s0_n	,	xdut.xi7.xi147.xi35.mntrans11
Defect_Short_451	,	1	,	vss!, xdut.xi7.s0_n	,	xdut.xi7.xi147.xi27.mntrans11
Defect_Short_452	,	1	,	vss!, xdut.xi7.s0_n	,	xdut.xi7.xi147.xi30.mntrans11
Defect_Short_453	,	1	,	vss!, xdut.xi7.s1	,	xdut.xi7.xi72.xi34.mntrans11
Defect_Short_454	,	1	,	vss!, xdut.xi7.s1	,	xdut.xi7.xi72.xi27.mntrans11
Defect_Short_455	,	1	,	vss!, xdut.xi7.s1	,	xdut.xi7.xi72.xi30.mntrans11
Defect_Short_456	,	1	,	vss!, xdut.xi7.s1_n	,	xdut.xi7.xi72.xi35.mntrans11
Defect_Short_457	,	1	,	vss!, xdut.xi7.s1_n	,	xdut.xi7.xi72.xi27.mntrans11
Defect_Short_458	,	1	,	vss!, xdut.xi7.s1_n	,	xdut.xi7.xi72.xi30.mntrans11
Defect_Short_459	,	1	,	vss!, xdut.xi7.net059	,	xdut.xi7.xi118.mntrans13
Defect_Short_460	,	1	,	vss!, xdut.xi7.net059	,	xdut.xi7.xi106.mntrans18
Defect_Short_461	,	1	,	vss!, xdut.xi7.net059	,	xdut.xi7.xi106.mntrans19
Defect_Short_462	,	1	,	vss!, xdut.xi7.net014	,	xdut.xi7.xi118.mn10
Defect_Short_463	,	1	,	vss!, xdut.xi7.net014	,	xdut.xi7.xi107.mntrans19
Defect_Short_464	,	1	,	vss!, xdut.xi7.net057	,	xdut.xi7.xi119.mntrans13
Defect_Short_465	,	1	,	vss!, xdut.xi7.net057	,	xdut.xi7.xi107.mntrans18
Defect_Short_466	,	1	,	vss!, xdut.xi7.net057	,	xdut.xi7.xi107.mntrans19
Defect_Short_467	,	1	,	vss!, xdut.xi7.net044	,	xdut.xi7.xi119.mn10
Defect_Short_468	,	1	,	vss!, xdut.xi7.net044	,	xdut.xi7.xi106.mntrans18
Defect_Short_469	,	1	,	xdut.xi32.net13, xdut.xi32.net11	,	xdut.xi32.xi6.mptrans37
Defect_Short_470	,	1	,	xdut.xi32.net13, xdut.xi32.net11	,	xdut.xi32.xi6.mntrans35
Defect_Short_471	,	1	,	vss!, xdut.xi7.net068	,	xdut.xi7.xi136.mntrans22
Defect_Short_472	,	1	,	vss!, xdut.xi7.net068	,	xdut.xi7.xi72.xi49.mntrans11
Defect_Short_473	,	1	,	vss!, xdut.xi7.net068	,	xdut.xi7.xi72.xi47.mntrans11
Defect_Short_474	,	1	,	xdut.xi32.net13, xdut.xi32.net7	,	xdut.xi32.xi6.mptrans38
Defect_Short_475	,	1	,	vss!, xdut.xi7.net0105	,	xdut.xi7.xi137.mntrans22
Defect_Short_476	,	1	,	vss!, xdut.xi7.net0105	,	xdut.xi7.xi147.xi49.mntrans11
Defect_Short_477	,	1	,	vss!, xdut.xi7.net0105	,	xdut.xi7.xi147.xi47.mntrans11
Defect_Short_478	,	1	,	xdut.net062, xdut.xi41.net24	,	xdut.xi41.mptrans15
Defect_Short_479	,	1	,	xdut.net062, xdut.xi41.net24	,	xdut.xi41.mntrans13
Defect_Short_480	,	1	,	vss!, xdut.xi7.net050	,	xdut.xi7.xi143.mntrans11
Defect_Short_481	,	1	,	vss!, xdut.xi7.net050	,	xdut.xi7.xi107.mntrans18
Defect_Short_482	,	1	,	xdut.net062, xdut.xi63.net25	,	xdut.xi63.mntrans35
Defect_Short_483	,	1	,	vss!, xdut.xi7.xi118.net031	,	xdut.xi7.xi118.mntrans13
Defect_Short_484	,	1	,	vss!, xdut.xi7.xi118.net031	,	xdut.xi7.xi118.mn3
Defect_Short_485	,	1	,	vss!, xdut.xi7.xi118.net031	,	xdut.xi7.xi118.mn3
Defect_Short_486	,	1	,	vss!, xdut.xi7.xi118.net031	,	xdut.xi7.xi118.mn10
Defect_Short_487	,	1	,	vss!, xdut.xi7.xi118.net031	,	xdut.xi7.xi118.mn0
Defect_Short_488	,	1	,	vss!, xdut.xi7.xi118.net031	,	xdut.xi7.xi118.mn0
Defect_Short_489	,	1	,	xdut.net14, xdut.xi68.net7	,	xdut.xi68.xi4.mptrans38
Defect_Short_490	,	1	,	xdut.net14, xdut.xi68.net7	,	xdut.xi68.xi4.mntrans35
Defect_Short_491	,	1	,	xdut.net14, xdut.xi68.net7	,	xdut.xi68.xi4.mptrans37
Defect_Short_492	,	1	,	vss!, xdut.xi7.xi119.net031	,	xdut.xi7.xi119.mntrans13
Defect_Short_493	,	1	,	vss!, xdut.xi7.xi119.net031	,	xdut.xi7.xi119.mn3
Defect_Short_494	,	1	,	vss!, xdut.xi7.xi119.net031	,	xdut.xi7.xi119.mn3
Defect_Short_495	,	1	,	vss!, xdut.xi7.xi119.net031	,	xdut.xi7.xi119.mn10
Defect_Short_496	,	1	,	vss!, xdut.xi7.xi119.net031	,	xdut.xi7.xi119.mn0
Defect_Short_497	,	1	,	vss!, xdut.xi7.xi119.net031	,	xdut.xi7.xi119.mn0
Defect_Short_498	,	1	,	xdut.xi32.net13, xdut.xi32.xi8.net25	,	xdut.xi32.xi8.mntrans35
Defect_Short_499	,	1	,	vss!, xdut.xi7.xi136.net39	,	xdut.xi7.xi136.mntrans22
Defect_Short_500	,	1	,	xdut.net14, xdut.xi68.net17	,	xdut.xi68.xi3.mptrans38
Defect_Short_501	,	1	,	vss!, xdut.xi7.xi136.net32	,	xdut.xi7.xi136.mntrans20
Defect_Short_502	,	1	,	xdut.net14, xdut.xi68.net18	,	xdut.xi68.xi105.mptrans38
Defect_Short_503	,	1	,	xdut.xi32.net13, xdut.xi32.xi6.net25	,	xdut.xi32.xi6.mntrans35
Defect_Short_504	,	1	,	vss!, xdut.xi7.xi137.net39	,	xdut.xi7.xi137.mntrans22
Defect_Short_505	,	1	,	xdut.xi7.s0, xdut.xi7.xi147.net9	,	xdut.xi7.xi147.xi34.mptrans10
Defect_Short_506	,	1	,	xdut.xi7.s0, xdut.xi7.xi147.net9	,	xdut.xi7.xi147.xi34.mntrans11
Defect_Short_507	,	1	,	vss!, xdut.xi7.xi137.net32	,	xdut.xi7.xi137.mntrans20
Defect_Short_508	,	1	,	vss!, xdut.xi7.xi94.net24	,	xdut.xi7.xi94.mntrans13
Defect_Short_509	,	1	,	vss!, xdut.xi7.xi94.net24	,	xdut.xi7.xi94.mntrans12
Defect_Short_510	,	1	,	xdut.net14, xdut.xi68.xi4.net25	,	xdut.xi68.xi4.mntrans36
Defect_Short_511	,	1	,	xdut.net14, xdut.xi68.xi4.net25	,	xdut.xi68.xi4.mntrans35
Defect_Short_512	,	1	,	vss!, xdut.xi7.xi72.net15	,	xdut.xi7.xi72.xi146.mptrans10
Defect_Short_513	,	1	,	vss!, xdut.xi7.xi72.net15	,	xdut.xi7.xi72.xi49.mntrans11
Defect_Short_514	,	1	,	xdut.net14, xdut.xi68.xi3.net25	,	xdut.xi68.xi3.mntrans36
Defect_Short_515	,	1	,	vss!, xdut.xi7.xi72.net9	,	xdut.xi7.xi72.xi146.mptrans10
